시장명,소재지도로명주소,소재지지번주소,사용가능상품권,공중화장실 보유여부,주차장 보유여부
쌍봉시장,전라남도 여수시 학동 35-3,전남 여수시 학동 35-3번지,온누리상품권,Y,Y
진남시장,전라남도 여수시 학동1길 10,전남 여수시 학동 35-1번지,온누리상품권,Y,Y
제일시장,전라남도 여수시 학동2길 7-4,전남 여수시 학동 35-2번지,온누리상품권,Y,Y
도깨비시장,전라남도 여수시 학동서5길 18,전남 여수시 학동 58-7,온누리상품권,Y,Y
영광고추특화시장,전라남도 영광군 영광읍 신남로,전남 영광군 영광읍 신하리 324-3,온누리상품권,Y,Y
영광터미널시장,전라남도 영광군 영광읍 신남로,전남 영광군 영광읍 남천리 321,온누리상품권,Y,Y
영광매일시장,전라남도 영광군 영광읍 중앙로 3길,전남 영광군 영광읍 도동리 253,온누리상품권,Y,Y
구림5일시장,전라남도 영암군 군서면 도갑사로 19-3,전남 영암군 군서면 도갑사로 19-3,온누리상품권,Y,Y
시종시장,전라남도 영암군 시종면 내동중앙로 26-23,전남 영암군 시종면 만수리 936-1,온누리상품권,Y,Y
신북5일시장,전라남도 영암군 신북면 황금동로 74,전남 영암군 월평리 126-3,없음,Y,Y
영암읍5일시장,전라남도 영암군 영암읍 오일시장길 28,전남 영암군 영암읍 동무리 33-1,온누리상품권,Y,Y
독천5일시장,전라남도 영암군 학산면 독천1길 5,전남 영암군 학산면 독천리 1237-22,온누리상품권,Y,Y
노화읍5일시장,전라남도 완도군 노화읍 이목길 62,전남 완도군 노화읍 이포리 678-17,없음,N,Y
완도종합시장,전라남도 완도군 완도읍 군내리 1249,전남 완도군 완도읍 군내리 1249,없음,Y,N
완도읍5일시장,전라남도 완도군 완도읍 군내리 1249-2,전남 완도군 완도읍 군내리 1249,온누리상품권,Y,N
완도중앙시장,전라남도 완도군 완도읍 장보고대로 282-1,전남 완도군 완도읍 군내리 1424,온누리상품권,Y,Y
사거리시장,전라남도 장성군 북이면 사거리 699,전남 장성군 북이읍 사거리 699,온누리상품권,Y,N
사창시장,전라남도 장성군 삼계면 사창로 482,전남 장성군 삼계면 사창리 482-44,없음,Y,Y
황룡시장,전라남도 장성군 장성읍 월평리,전남 장성군 황룡면 월평리 151-1,온누리상품권,Y,Y
천관산관광시장,전라남도 장흥군 관산읍 칠관로 1559-4,전남 장흥군 관산읍 옥당리 489-1,온누리상품권,Y,Y
"대덕읍전통시장(구,대덕시장)",전라남도 장흥군 대덕거점2길 21-1,전남 장흥군 대덕읍 거정2길 21-1,온누리상품권,Y,Y
장평시장,전라남도 장흥군 장평면 장택길7,전남 장흥군 장평면 양촌리 194-1,없음,Y,N
정남진장흥토요시장,전라남도 장흥군 장흥읍 토요시장 3길 15,전남 장흥군 장흥읍 예양리 158-1,온누리상품권,Y,Y
회진시장,전라남도 장흥군 회진면 회진 중앙길 9-13,전남 장흥군 회진면 회진리 2138-12,없음,Y,Y
진도읍조금시장,전라남도 진도군 조금시장길 27,전남 진도군 진도읍 고성리 301,없음,Y,Y
진도상설시장,전라남도 진도군 진도읍 남동리 490-5번지,전남 진도군 진도읍 남동리 490-3,온누리상품권,Y,Y
임회면십일시장,전라남도 진도군 진도읍 임희면 석교리 245-1,전남 진도군 임회면 석교 245-1,없음,Y,Y
나산시장,전라남도 함평군 나산면 삼축리,전남 함평군 나산면 삼축리 344번지 외4필지,온누리상품권,Y,Y
월야시장,전라남도 함평군 월야면 월야리,전남 함평군 월야면 월야리 713-69,온누리상품권,Y,Y
함평시장,전라남도 함평군 함평읍 시장길,전남 함평군 함평읍 기각리 982번지 외 2필지,온누리상품권,Y,Y
해보시장,전라남도 함평군 해보면 문장리,전남 함평군 해보면 금덕리 409-3번지 외 6필지,온누리상품권,Y,Y
우수영5일시장,전라남도 해남군 문내면 우수영로 (동외리 919-17),전남 해남군 문내면 동외리 919-17,없음,Y,Y
좌일5일시장,전라남도 해남군 북일면 만월길,전남 해남군 북일면 흥촌리 161,없음,Y,Y
북평면남창5일시장,전라남도 해남군 북평면 달량진길,전남 해남군 북평면 남창리 1279-1,온누리상품권,Y,Y
해남읍5일시장,전라남도 해남군 해남읍 중앙2로 100-2,전남 해남군 해남읍 고도리 106-4,온누리상품권,Y,Y
해남매일시장,전라남도 해남군 해남읍 천변2길 15,전남 해남군 해남읍 읍내리 50,온누리상품권,Y,Y
남리5일시장,전라남도 해남군 황산면 시등로 남리리 7,전남 해남군 황산면 남리리 7번지,없음,Y,Y
남면전통시장,전라남도 화순군 남면 사평길 32,전남 화순군 남면 사평리 1049-90,없음,Y,Y
능주전통시장,전라남도 화순군 능주면 관동길 7,전남 화순군 능주면 관영리 94-8,온누리상품권,Y,Y
동복전통시장,전라남도 화순군 동복면 동복 시장길 20-1,전남 화순군 동북면 천변리 95,없음,Y,Y
이양전통시장,전라남도 화순군 이양면 이양로 29-7,전남 화순군 이양면 이양리 299-2,없음,Y,Y
화순전통시장,전라남도 화순군 화순읍 시장길 44,전남 화순군 화순읍 삼천리 621,온누리상품권,Y,Y
고창전통시장,전라북도 고창군 고창읍 시장안길 29,전북 고창군 고창읍 읍내리 366,온누리상품권,Y,Y
대산시장,전라북도 고창군 대산면 공음대산로,전북 고창군 대산면 매산리 200-13,온누리상품권,Y,Y
무장시장,전라북도 고창군 무장면 왕제산로,전북 고창군 무장면 무장리 85-1번지외 2필지,없음,Y,Y
상하시장,전라북도 고창군 상하면 상하로63,전북 고창군 상하면 하장리 936-4외 3필지,없음,Y,Y
해리시장,전라북도 고창군 해리면 중앙로 56-6,전북 고창군 해리면 하련리 129-1,온누리상품권,Y,N
흥덕시장,전라북도 고창군 흥덕면 흥덕리 239-1,전북 고창군 흥덕면 흥덕리 239-1외 2필지,온누리상품권,Y,Y
군산주공시장,전라북도 군산시 나운동 836-11,전북 군산시 나운동 836-23,온누리상품권,Y,N
군산수산물종합센터,전라북도 군산시 내항2길 216,전북 군산시 해망동 1011-21,온누리상품권,Y,Y
역전종합시장,전라북도 군산시 대명3길,전북 군산시 대명동 138,온누리상품권,Y,Y
대야재래시장(5일장),전라북도 군산시 대야면 대야시장로 8,전북 군산시 대야면 산월리 384-2,온누리상품권,Y,Y
신영시장,전라북도 군산시 동신영길 56,전북 군산시 신영동 19-5,온누리상품권,Y,Y
문화시장,전라북도 군산시 문화1길 22,전북 군산시 문화동 917-16,없음,Y,Y
군산공설시장,전라북도 군산시 신금길 18(신영동),전북 군산시 신영동 18-1,온누리상품권,Y,Y
명산시장,전라북도 군산시 월명로 470,전북 군산시 명산동 21-2,온누리상품권,Y,Y
원평공설시장(김제원평시장),전라북도 김제시 금산면 원평6길 7-17,전북 김제시 금산면 원평리 91,없음,Y,Y
금만시장,전라북도 김제시 동서7길 23(요촌동),전북 김제시 요촌동 194-7,온누리상품권,Y,N
김제전통시장,전라북도 김제시 사정거리1길 20,전북 김제시 요촌동 416-1,온누리상품권,Y,Y
역전시장,전라북도 김제시 중앙로 288,전북 김제시 신풍동 40-2,없음,Y,Y
남원용남시장,전라북도 남원시 동헌길10(하정동),전북 남원시 하정동 138,온누리상품권,Y,Y
남원공설시장,전라북도 남원시 의총로51,전북 남원시 금동 262-1,온누리상품권,Y,Y
남원인월시장,전라북도 남원시 인월면 인월로 63,전북 남원시 인월면 인월리 251-15,온누리상품권,Y,Y
무주시장(반딧불장터),전라북도 무주군 무주읍 장터로 2,전북 무주군 무주읍 장터로 2,온누리상품권,Y,Y
무풍시장(대덕산장터),전라북도 무주군 무풍면 현내로 21,전북 무주군 무풍면 현내로 213,온누리상품권,Y,Y
설천시장(삼도봉장터),전라북도 무주군 설천면 삼도봉로11,전북 무주군 설천면 소천리 904-25,온누리상품권,Y,Y
안성시장(덕유산장터),전라북도 무주군 안성면 칠연로 37,전북 무주군 안성면 장기리 1511-6,온누리상품권,Y,Y
부안상설시장,전라북도 부안군 부안읍 서외리 시장길 10-14,전북 부안군 부안읍 서외리 21,온누리상품권,Y,Y
줄포시장,전라북도 부안군 줄포면 부안로 865,전북 부안군 줄포면 줄포리 78-3,없음,Y,Y
동계시장,전라북도 순창군 동계면 현포리 620-1,전북 순창군 동계면 현포리 620-1,없음,Y,Y
복흥시장,전라북도 순창군 복흥면 정산리 282-1,전북 순창군 복흥면 정산리 282-1,없음,Y,N
순창시장,전라북도 순창군 순창읍 남계리 800,전북 순창군 순창읍 남계리 800,온누리상품권,Y,Y
고산시장,전라북도 완주군 고산면 남봉로 134,전북 완주군 고산면 읍내리 608-25,온누리상품권,Y,Y
봉동시장,전라북도 완주군 봉동읍 장기리 134-5,전북 완주군 봉동읍 장기리 217-13,온누리상품권,Y,Y
삼례시장,전라북도 완주군 삼례읍 남서신길 17-7,전북 완주군 삼례읍 삼례리 923-8,온누리상품권,Y,N
익산금마시장,전라북도 익산시 금마면 금마4길 7,전북 익산시 금마면 동고도리 696-1,온누리상품권,Y,Y
"익산장(구,익산북부장)",전라북도 익산시 남중동 33-30,전북 익산시 남중동 34-6,온누리상품권,Y,N
익산신동시장,전라북도 익산시 무왕로 6길 31,전북 익산시 신동 808-1,없음,Y,Y
북부시장,전라북도 익산시 인북로 259,전북 익산시 남중동 35-4,온누리상품권,Y,Y
익산 구시장,전라북도 익산시 인북로 8길 24-1(인화동1가),전북 익산시 인화동 1가 129-4,온누리상품권,N,N
서동시장,전라북도 익산시 중앙로 3길 39-1,전북 익산시 창인동 1가 114-27,온누리상품권,Y,Y
중앙시장,전라북도 익산시 창인동1가 137-1,전북 익산시 창인동 1가 137-1,온누리상품권,Y,Y
매일시장,전라북도 익산시 창인동1가 88-5,전북 익산시 창인동 1가 88-5,온누리상품권,Y,Y
익산남부시장,전라북도 익산시 평동로 11길 12,전북 익산시 인화2가동 7,온누리상품권,Y,Y
